crop,seed_type,soil,state,district,town_city,season,total_duration_estimate,sw_stage_dur,sw_tmin,sw_tmax,sw_rh,sw_rain,sw_wind,sw_solar_rad,sd_e_stage_dur,sd_e_tmin,sd_e_tmax,sd_e_rh,sd_e_rain,sd_e_wind,sd_e_solar_rad,tilrr_stage_dur,tilrr_tmin,tilrr_tmax,tilrr_rh,tilrr_rain,tilrr_wind,tilrr_solar_rad,stel_stage_dur,stel_tmin,stel_tmax,stel_rh,stel_rain,stel_wind,stel_solar_rad,btng_stage_dur,btng_tmin,btng_tmax,btng_rh,btng_rain,btng_wind,btng_solar_rad,hdng_stage_dur,hdng_tmin,hdng_tmax,hdng_rh,hdng_rain,hdng_wind,hdng_solar_rad,flwr_stage_dur,flwr_tmin,flwr_tmax,flwr_rh,flwr_rain,flwr_wind,flwr_solar_rad,grnm_stage_dur,grnm_tmin,grnm_tmax,grnm_rh,grnm_rain,grnm_wind,grnm_solar_rad,grnd_stage_dur,grnd_tmin,grnd_tmax,grnd_rh,grnd_rain,grnd_wind,grnd_solar_rad,rpng_stage_dur,rpng_tmin,rpng_tmax,rpng_rh,rpng_rain,rpng_wind,rpng_solar_rad,hrvst_stage_dur,hrvst_tmin,hrvst_tmax,hrvst_rh,hrvst_rain,hrvst_wind,hrvst_solar_rad
Wheat,HI 1544,Red loam,Madhya Pradesh,Singrauli,Neemuch,Rabi,121,10,13.4,25.9,61,1.1,6.6,427,6,10.6,22.0,45,1.3,2.1,582,22,12.9,18.2,60,0.0,3.0,607,25,15.5,20.1,49,2.2,6.2,504,8,9.8,16.9,50,3.0,5.4,445,5,15.4,18.3,58,2.2,3.3,459,7,21.4,24.3,59,3.0,2.7,507,12,18.8,27.4,46,2.4,7.6,432,9,16.3,23.1,47,0.5,5.8,578,11,15.6,20.2,65,1.1,2.7,509,6,16.7,28.6,46,0.6,7.1,561
Wheat,MP 3288,Sandy loam,Madhya Pradesh,Barwani,Barwani,Rabi,115,6,16.3,20.7,48,1.7,5.7,471,9,13.5,22.4,54,2.9,7.1,531,22,10.5,20.9,58,0.0,4.4,555,17,12.8,20.9,51,0.8,7.4,518,6,13.3,19.4,64,2.4,4.6,442,8,12.1,21.5,53,0.5,5.4,474,5,20.2,22.9,60,0.8,2.8,564,13,20.7,24.5,60,0.9,7.7,442,14,18.6,22.5,49,2.5,7.9,623,11,16.5,22.7,60,2.1,7.2,440,4,13.6,22.8,57,2.9,7.3,582
Wheat,GW 322,Silty clay loam,Madhya Pradesh,Khandwa,Punasa,Rabi,129,8,16.8,23.5,64,1.0,6.8,555,10,12.9,20.4,45,3.0,6.9,554,28,11.6,18.2,45,1.7,4.8,524,23,11.8,18.9,53,1.6,3.9,508,9,13.1,20.0,46,2.0,7.5,492,7,16.0,20.9,54,2.7,5.1,558,6,18.6,27.3,59,0.1,6.2,418,14,20.9,26.0,53,1.1,5.9,512,11,16.7,22.1,60,0.8,2.0,643,8,16.1,21.1,52,1.2,2.2,455,5,17.2,21.5,49,1.8,3.3,622
Maize,DHM 117,Sandy loam,Madhya Pradesh,Agar Malwa,Neemuch,Kharif,111,1,20.2,34.7,69,3.8,7.0,637,10,23.6,28.4,61,4.1,4.4,610,15,19.5,30.7,69,4.5,5.4,520,20,21.6,30.6,67,2.6,7.8,651,9,18.7,33.5,67,3.0,6.3,571,10,18.9,32.7,63,3.2,7.5,605,7,18.5,29.9,53,2.3,8.2,654,12,19.3,30.9,65,2.9,3.0,659,11,21.7,27.1,56,5.7,7.5,571,11,22.7,33.1,66,5.5,5.8,521,5,19.6,32.2,62,5.1,4.3,684
Wheat,HI 1544,Clay loam,Madhya Pradesh,Hoshangabad,Itarsi,Rabi,110,11,13.2,23.9,54,0.2,2.1,573,9,13.0,22.8,48,1.3,7.2,530,17,11.3,19.9,53,2.6,5.4,456,22,11.5,20.2,46,1.7,4.7,597,6,9.2,21.3,62,0.5,7.4,490,6,15.9,18.7,64,1.7,2.8,457,7,19.3,27.0,51,0.8,4.0,482,12,21.7,28.5,47,2.1,5.4,476,10,19.2,25.4,54,1.2,2.0,482,9,14.8,20.7,64,2.1,7.2,432,1,10.7,25.2,50,0.7,7.4,495
Chickpea,JG 11,Sandy loam,Madhya Pradesh,Dindori,Datia,Rabi,122,6,11.5,24.4,60,0.2,3.3,504,7,12.9,21.7,53,1.9,2.9,643,15,13.1,26.3,60,2.1,2.6,572,17,14.5,20.7,41,1.9,5.5,617,10,10.0,20.6,43,1.4,3.3,602,5,17.9,21.9,59,0.3,2.3,470,12,10.4,21.2,41,1.1,2.4,421,16,17.5,25.9,47,1.7,4.5,630,13,12.4,24.6,41,1.7,2.5,435,12,12.7,20.0,58,2.3,7.5,585,9,10.1,25.0,55,0.5,4.8,517
Mustard,NRCHB 101,Clay loam,Madhya Pradesh,Agar Malwa,Tikamgarh,Rabi,114,5,15.9,23.5,55,0.4,2.6,598,12,15.2,24.0,55,2.2,6.2,453,11,11.7,23.2,51,2.0,6.2,577,21,10.4,18.2,50,0.2,4.6,539,8,11.3,24.7,48,1.6,2.3,488,7,14.9,24.1,56,1.8,4.3,555,14,13.2,21.4,51,0.2,5.4,483,10,12.7,19.6,57,0.4,5.7,408,13,11.1,24.5,48,1.2,2.8,546,9,14.5,18.5,51,2.7,3.1,531,4,14.0,19.7,58,1.2,3.0,562
Wheat,GW 322,Alluvial loam,Madhya Pradesh,Umaria,Tarana,Rabi,129,7,16.1,21.8,53,1.5,2.9,498,8,10.9,22.8,45,0.8,2.0,408,25,14.7,20.0,53,1.1,7.2,610,22,14.2,21.7,46,0.9,5.6,420,9,9.2,16.1,60,2.2,2.8,560,4,14.3,21.6,62,2.5,5.8,631,10,21.0,23.9,50,1.2,5.4,643,14,21.0,27.7,50,0.6,4.7,643,15,16.9,26.5,51,2.8,5.4,498,10,13.6,25.5,52,1.9,5.1,594,5,13.1,24.2,53,2.2,7.5,612
Wheat,HI 1544,Medium Black (Vertisol),Madhya Pradesh,Umaria,Seoni,Rabi,124,8,15.6,22.0,60,2.0,4.9,633,11,11.8,23.4,58,0.3,5.2,410,25,15.9,20.3,50,1.7,6.9,556,25,15.0,20.5,53,0.8,4.9,501,7,8.2,17.3,48,1.3,3.8,491,7,12.7,18.1,57,1.1,5.9,555,3,21.7,25.9,63,1.3,7.0,579,13,20.3,27.1,50,0.5,4.3,521,13,19.0,26.6,50,2.8,3.0,605,7,12.9,21.3,53,2.1,6.0,481,5,17.3,21.1,64,1.1,2.7,619
Maize,PMH 1,Silty clay loam,Madhya Pradesh,Indore,Indore,Kharif,116,2,22.2,27.7,69,5.4,8.0,660,10,22.2,27.2,59,2.5,4.6,690,17,21.4,29.0,51,5.3,4.3,605,19,23.6,29.1,53,4.2,3.5,698,6,22.4,30.4,64,3.9,2.8,564,6,22.1,28.7,57,3.2,5.8,531,9,21.9,31.9,56,4.3,6.8,589,15,22.8,29.5,59,3.8,6.5,511,13,23.7,27.9,54,4.6,8.7,612,12,21.3,26.4,67,2.1,6.5,610,7,20.2,26.5,52,4.1,3.2,599
Groundnut,ICGV 91114,Silty clay loam,Madhya Pradesh,Shivpuri,Sanwer,Kharif,111,3,25.2,31.0,58,3.2,4.9,593,7,23.2,28.5,59,4.9,2.9,680,11,22.2,30.9,68,4.7,6.6,672,14,22.0,30.9,65,4.1,6.1,497,9,23.9,30.4,62,3.9,4.6,588,7,22.6,29.8,61,5.7,3.1,612,10,23.2,30.3,57,4.5,3.3,535,14,24.0,30.1,50,3.8,7.9,584,15,25.3,29.1,56,2.5,5.1,672,14,23.8,31.4,53,2.6,6.7,616,7,22.7,31.4,52,4.2,3.6,645
Wheat,HD 2967,Deep Black (Vertisol),Madhya Pradesh,Khargone,Chhindwara,Rabi,129,11,17.2,20.5,51,1.9,2.6,579,11,14.7,21.4,47,2.5,7.2,556,25,12.3,18.2,60,0.1,7.1,467,21,12.6,20.6,60,2.3,4.8,423,7,9.7,18.8,52,2.5,4.6,466,6,13.3,20.5,47,0.7,7.1,536,7,18.3,27.0,65,0.1,6.8,573,13,19.0,24.2,51,2.8,4.5,402,10,18.8,25.2,50,2.5,5.0,417,10,14.1,20.5,59,1.2,3.5,474,8,11.0,28.4,50,0.6,2.0,633
Rice,HMT,Alluvial loam,Madhya Pradesh,Sehore,Sehore,Kharif,127,6,22.0,33.7,61,9.7,9.5,504,10,24.6,34.5,68,9.1,3.2,571,26,23.0,34.8,77,7.3,10.9,576,15,24.6,31.1,80,7.7,10.1,690,9,22.8,32.5,77,7.2,8.3,560,6,25.5,34.0,78,8.9,2.1,516,5,24.6,32.5,68,4.8,11.0,605,16,24.4,31.9,64,5.2,11.6,638,15,26.0,31.1,79,5.8,7.4,644,12,20.2,32.9,82,4.4,8.2,601,7,22.4,28.0,85,5.3,6.2,648
Pearl millet,HHB 67,Deep Black (Vertisol),Madhya Pradesh,Burhanpur,Jabalpur,Kharif,77,3,26.2,30.3,48,1.6,5.6,525,4,23.9,30.8,48,3.8,6.5,529,9,25.5,35.4,46,2.1,7.9,690,10,27.7,33.1,43,3.0,5.3,525,13,25.9,32.2,52,3.5,4.1,589,6,22.6,37.0,53,3.8,2.4,638,2,23.4,32.3,41,4.1,8.7,647,9,25.1,31.2,43,3.7,6.9,676,8,27.8,32.3,44,2.3,6.9,679,8,25.2,32.5,47,4.0,4.4,678,5,23.0,33.3,57,4.4,7.7,629
Lentil,Pusa Vaibhav,Clay loam,Madhya Pradesh,Gwalior,Gwalior,Rabi,96,4,15.8,25.2,40,1.8,5.8,567,6,15.0,23.0,50,2.3,2.9,448,15,9.5,24.6,57,0.2,3.2,463,14,12.0,25.7,43,0.2,6.3,646,5,11.4,21.6,43,1.0,2.6,447,5,8.5,22.3,45,1.5,4.9,557,9,13.1,24.3,54,1.8,3.7,633,13,10.3,25.4,57,1.9,4.2,456,12,11.8,25.3,42,0.6,4.0,498,11,12.9,19.0,50,2.2,4.5,488,2,14.9,25.3,47,2.0,4.2,529
Wheat,GW 322,Shallow Black (Vertisol),Madhya Pradesh,Shajapur,Mandsaur,Rabi,114,6,16.8,23.2,63,1.9,3.2,563,11,14.8,22.3,47,0.2,3.3,441,20,15.0,23.8,46,2.2,4.2,626,19,14.7,19.8,56,0.9,5.4,480,6,10.6,16.3,45,1.5,4.1,473,7,13.6,20.9,64,0.9,7.7,474,5,21.3,25.0,61,2.6,6.8,532,12,19.7,25.7,54,0.3,7.1,542,15,18.9,25.0,52,2.3,8.0,463,7,16.3,20.6,48,2.4,7.4,469,6,16.0,22.1,58,2.5,4.9,430
Wheat,HI 1544,Medium Black (Vertisol),Madhya Pradesh,Indore,Sanwer,Rabi,116,8,18.0,25.7,51,0.5,7.5,560,9,15.7,20.0,59,1.3,3.5,499,24,11.1,19.6,55,1.5,7.5,479,18,13.6,19.0,62,2.9,4.4,581,6,11.3,19.5,45,0.4,6.0,613,8,14.4,20.7,47,1.2,4.9,626,2,20.1,26.2,62,1.6,6.2,457,14,18.7,26.9,54,2.7,6.1,557,12,19.6,27.3,54,1.4,4.2,428,10,16.7,21.0,59,0.9,6.3,623,5,14.8,26.5,58,2.6,6.2,483
Soybean,JS 20-34,Red loam,Madhya Pradesh,Shajapur,Katni,Kharif,108,5,23.1,30.5,64,6.9,2.2,490,9,22.9,31.0,72,5.9,6.0,683,14,24.1,28.6,69,3.7,3.9,554,10,24.4,33.6,71,4.8,5.9,485,8,24.4,32.7,61,2.4,7.0,611,5,25.6,29.0,62,5.9,6.5,688,10,27.3,30.8,70,3.6,2.2,591,15,22.4,27.4,58,6.4,6.9,452,11,22.6,27.0,70,7.3,7.5,677,12,22.8,31.6,57,6.7,6.4,673,9,22.8,30.1,68,6.7,2.0,519
Rice,Sharbati,Medium Black (Vertisol),Madhya Pradesh,Gwalior,Gwalior,Kharif,132,4,25.8,31.3,81,6.7,2.4,479,9,25.3,35.2,82,7.1,6.3,475,20,25.8,34.7,63,5.1,11.9,665,26,22.6,31.3,73,9.0,5.3,643,7,22.4,33.1,84,9.2,5.9,453,7,24.6,32.0,76,4.1,10.5,656,8,24.7,32.3,61,7.7,5.0,454,15,24.8,32.6,67,6.3,9.7,669,16,24.6,32.6,67,6.3,4.2,618,11,21.3,28.6,79,6.5,2.6,581,9,18.6,34.0,73,4.3,11.6,518
Wheat,GW 322,Sandy loam,Madhya Pradesh,Ujjain,Tarana,Rabi,122,9,13.0,22.8,57,2.7,6.9,541,12,10.2,23.2,60,2.0,6.5,514,19,15.2,20.5,57,2.1,7.0,505,20,14.5,18.5,49,2.7,5.2,531,7,11.7,16.5,55,2.1,5.3,620,6,14.7,19.5,46,1.7,5.3,513,5,18.7,26.5,53,0.3,7.6,545,11,20.5,26.6,57,0.2,2.3,461,14,18.7,25.2,65,0.4,6.7,498,14,14.6,20.6,52,0.8,6.4,474,5,16.4,25.4,47,2.8,7.2,452
Soybean,JS 20-29,Medium Black (Vertisol),Madhya Pradesh,Rewa,Bhopal,Kharif,110,4,23.5,29.6,59,2.5,3.2,551,12,23.0,33.4,70,4.9,5.3,664,15,25.8,29.5,67,6.2,3.2,465,13,25.3,33.3,72,6.4,7.9,509,6,25.8,30.8,62,6.3,7.8,637,5,26.0,32.2,62,5.3,6.9,675,10,25.7,33.3,69,5.4,7.5,489,12,25.8,30.8,67,3.6,3.5,510,14,25.0,27.5,57,7.9,2.6,584,12,21.8,27.3,69,3.8,2.6,506,7,22.4,26.2,70,2.3,5.4,620
Soybean,JS 20-34,Medium Black (Vertisol),Madhya Pradesh,Khandwa,Khandwa,Kharif,110,6,21.0,30.2,60,3.8,7.7,677,11,20.8,31.6,60,5.7,6.9,534,13,23.5,30.2,60,5.8,5.6,628,15,22.4,31.2,59,6.9,7.8,588,10,25.1,31.4,70,7.1,6.9,461,9,25.3,32.6,56,7.7,5.4,663,8,27.2,30.9,69,6.4,7.6,695,10,23.2,31.1,64,4.1,4.8,681,12,25.7,28.0,71,2.8,4.8,643,12,21.9,28.9,74,7.5,2.6,496,4,22.5,26.8,58,7.1,4.2,519
Soybean,JS 335,Alluvial loam,Madhya Pradesh,Barwani,Vidisha,Kharif,99,8,23.6,29.8,60,4.8,3.4,554,14,21.4,29.8,57,5.9,3.0,645,14,23.5,28.1,59,4.3,4.8,513,9,24.6,29.9,67,7.6,2.9,613,6,26.1,32.0,72,3.3,6.5,490,1,26.3,31.6,69,6.1,4.6,538,5,25.1,31.9,56,4.9,7.4,470,11,23.3,26.0,61,2.2,2.5,638,13,23.8,28.8,56,6.1,2.5,496,9,20.7,26.9,74,7.5,2.7,585,9,23.7,27.2,69,6.2,2.6,484
Chickpea,JG 36,Clay loam,Madhya Pradesh,Neemuch,Katni,Rabi,103,4,13.9,22.2,58,1.5,7.1,460,9,13.2,22.1,55,1.3,6.6,557,15,10.6,25.4,48,1.1,6.2,586,9,17.0,25.6,58,2.0,6.2,611,9,11.9,21.2,59,2.2,7.7,558,9,13.3,27.0,50,1.0,6.3,443,11,11.3,23.5,56,1.0,6.7,523,9,12.9,20.9,41,1.4,3.7,444,14,15.7,20.5,50,1.8,2.9,613,10,16.7,27.1,46,0.4,4.4,515,4,13.9,26.4,57,0.1,2.0,504
Rice,HMT,Medium Black (Vertisol),Madhya Pradesh,Burhanpur,Jabalpur,Kharif,134,9,22.3,34.0,79,9.5,10.2,677,13,25.8,34.1,69,9.8,5.3,604,21,24.1,31.6,71,7.6,10.4,623,26,24.9,34.8,66,4.3,9.5,591,9,22.4,32.8,63,5.4,6.1,551,5,27.9,31.1,75,6.3,11.0,676,5,24.1,31.0,73,9.1,2.8,609,17,24.2,31.4,77,4.8,5.8,635,15,23.9,30.8,71,5.9,2.3,614,10,24.0,29.3,73,10.0,9.8,460,4,22.9,29.0,75,6.0,4.1,599
Soybean,JS 20-34,Sandy loam,Madhya Pradesh,Barwani,Katni,Kharif,104,8,21.4,30.3,75,7.0,4.9,450,11,23.3,28.1,62,6.6,5.3,523,16,22.5,28.5,63,6.8,2.3,580,9,25.2,33.0,63,3.5,6.2,695,5,27.2,32.6,60,7.4,3.1,548,7,26.0,29.4,56,4.0,2.4,526,9,26.5,33.3,68,4.7,4.1,491,11,25.2,28.9,56,3.1,6.0,453,8,22.8,28.3,57,7.7,3.3,527,11,23.3,30.7,57,3.4,3.0,485,9,19.8,27.3,55,7.8,7.2,490
Rice,JR 201,Red loam,Madhya Pradesh,Anuppur,Tarana,Kharif,126,4,21.8,32.4,67,8.8,9.7,450,10,22.5,32.9,64,5.0,4.5,473,16,25.2,30.6,80,8.8,4.6,612,20,22.3,30.7,63,7.1,11.2,517,11,22.6,31.3,75,6.7,11.9,604,7,26.4,31.8,63,9.5,11.4,619,8,25.7,31.8,68,4.0,5.7,577,15,27.0,30.7,67,4.3,11.0,464,18,24.2,29.1,77,4.2,10.1,501,11,24.6,29.3,67,6.6,4.0,478,6,22.0,26.2,72,9.9,6.6,557
Lentil,IPL 316,Sandy loam,Madhya Pradesh,Rajgarh,Ashoknagar,Rabi,109,7,10.8,23.6,52,2.2,3.8,527,10,11.6,21.3,56,0.2,4.2,629,14,15.2,25.7,56,0.9,5.4,447,16,13.6,18.8,46,2.4,6.1,562,7,10.6,19.9,46,0.0,6.8,428,5,9.7,20.9,45,2.1,7.4,412,10,10.2,18.9,53,0.9,3.4,424,12,13.8,18.7,50,0.7,2.1,546,13,9.6,20.0,44,2.4,4.4,624,14,12.1,24.1,45,1.4,5.0,563,1,9.1,25.4,40,0.3,6.5,571
Wheat,GW 322,Shallow Black (Vertisol),Madhya Pradesh,Damoh,Sanwer,Rabi,116,8,12.2,20.8,59,2.1,2.1,638,10,13.0,21.7,56,1.3,5.2,494,21,13.5,20.5,57,2.9,7.2,496,18,15.0,18.8,53,3.0,5.1,649,9,13.4,16.0,61,1.7,5.6,591,5,15.4,18.3,51,3.0,7.2,430,7,18.3,22.3,51,2.6,3.8,543,11,19.7,25.3,51,1.1,4.0,616,14,18.5,27.3,64,1.0,3.4,536,10,17.8,20.5,54,0.5,7.8,520,3,13.5,20.5,53,1.9,3.4,498
Wheat,MP 1203,Clay loam,Madhya Pradesh,Umaria,Dhar,Rabi,108,6,14.3,25.8,46,1.4,5.0,612,10,15.7,20.5,60,0.0,2.2,604,24,13.3,19.1,63,1.6,7.6,569,16,15.1,21.5,62,1.3,5.6,630,5,13.9,21.3,62,3.0,4.4,491,4,14.8,20.6,54,1.6,4.2,432,4,19.6,23.6,48,2.8,7.0,479,11,20.1,27.3,51,2.8,5.4,537,13,19.2,26.6,47,0.4,4.5,463,9,15.9,20.4,54,1.4,6.6,442,6,11.3,27.6,51,1.5,7.5,601
Soybean,JS 93-05,Deep Black (Vertisol),Madhya Pradesh,Balaghat,Damoh,Kharif,95,5,23.8,30.4,63,5.9,4.9,589,11,20.6,30.1,69,3.3,3.6,581,12,22.3,33.5,73,3.7,2.3,606,13,23.5,30.5,60,3.9,3.7,652,3,28.0,32.5,68,7.0,7.5,641,2,25.3,29.1,68,5.3,4.2,659,9,27.3,33.4,62,6.2,7.9,480,9,22.8,28.0,74,3.3,4.1,547,10,25.8,31.0,69,6.1,4.7,553,13,21.4,28.0,55,5.9,4.7,683,8,18.7,31.1,74,3.9,7.5,649
Maize,HQPM-5,Deep Black (Vertisol),Madhya Pradesh,Rajgarh,Berasia,Kharif,110,4,18.8,32.4,64,2.9,5.7,634,5,23.1,28.8,56,2.7,5.1,625,16,23.7,28.9,51,3.5,5.9,571,16,18.1,30.3,61,2.6,2.3,504,7,20.1,30.2,68,2.7,6.1,501,8,22.2,26.0,54,4.6,3.7,686,10,18.1,31.6,59,4.5,4.1,565,17,23.1,33.8,58,4.8,2.0,558,10,19.1,28.7,59,5.6,5.4,626,8,22.6,26.1,58,2.3,2.1,600,9,18.4,30.8,69,3.8,2.5,583
Wheat,C-306,Red loam,Madhya Pradesh,Jabalpur,Patan,Rabi,113,4,12.4,24.1,63,1.0,4.1,454,10,13.2,21.8,62,1.6,7.6,502,24,12.9,20.5,49,0.8,6.9,455,18,15.6,21.5,50,3.0,6.2,508,5,12.1,16.4,60,2.0,6.1,419,8,14.3,18.3,51,2.9,6.9,402,3,18.6,26.1,63,1.6,7.2,552,13,18.9,25.2,59,1.8,2.0,510,10,18.4,23.7,57,2.3,3.8,499,11,12.2,22.0,60,2.2,3.3,625,7,11.9,29.6,64,0.2,3.1,637
Soybean,JS 20-34,Deep Black (Vertisol),Madhya Pradesh,Agar Malwa,Rajgarh,Kharif,105,5,20.6,32.0,65,2.5,5.7,602,11,23.3,29.5,69,7.6,6.3,695,18,24.3,32.4,75,5.9,4.4,608,13,22.9,33.5,64,3.6,2.1,481,6,25.1,29.8,58,6.1,2.8,627,6,24.9,33.3,63,7.6,2.6,537,10,26.0,29.1,66,6.1,3.1,461,10,22.3,27.0,65,5.7,5.4,666,11,22.7,30.2,66,2.6,2.9,637,11,23.4,30.4,61,2.2,2.4,658,4,23.4,30.0,69,3.4,5.0,516
Maize,HQPM-1,Alluvial loam,Madhya Pradesh,Indore,Indore,Kharif,115,3,20.4,26.5,66,3.3,2.6,514,5,18.8,33.6,68,3.0,6.6,583,19,23.5,27.4,50,3.6,2.4,668,19,21.7,32.2,57,3.0,4.7,534,13,18.1,26.8,54,5.3,7.8,606,8,20.3,27.2,65,5.4,8.6,567,9,19.9,28.3,61,4.6,7.4,598,13,18.0,29.7,65,3.4,3.8,590,11,20.8,32.8,68,3.0,3.3,554,9,20.5,28.2,56,4.5,2.4,617,6,19.2,33.3,54,3.3,7.0,565
Mustard,Pusa Mahak (JD-6),Medium Black (Vertisol),Madhya Pradesh,Ratlam,Chhindwara,Rabi,110,7,14.8,22.4,41,2.7,6.3,479,10,12.0,24.6,40,2.6,2.6,532,15,14.6,22.0,52,1.6,4.6,621,17,12.0,18.0,53,2.5,6.7,431,8,13.3,18.5,56,2.3,3.3,567,4,12.0,19.1,46,1.5,4.4,498,10,12.2,19.8,49,2.5,7.9,523,12,11.5,21.7,55,1.2,2.4,433,12,10.1,20.9,43,2.0,6.8,532,11,13.5,24.3,54,2.8,5.1,608,4,14.0,21.0,44,1.2,4.8,568
Lentil,IPL 316,Medium Black (Vertisol),Madhya Pradesh,Khandwa,Khandwa,Rabi,96,3,9.8,25.4,42,1.8,7.3,413,9,9.7,24.9,50,1.5,4.4,475,10,10.6,19.5,54,1.2,6.9,515,13,8.4,22.9,55,1.7,5.8,445,9,10.3,19.9,60,0.9,5.8,485,6,13.2,22.2,49,2.1,5.1,626,9,10.2,23.5,54,1.7,5.7,546,11,9.8,20.2,42,0.3,2.5,540,10,10.3,20.8,52,1.0,2.3,554,9,11.4,21.0,42,1.0,3.8,455,7,11.5,20.0,43,1.5,3.2,585
Wheat,HD 2967,Sandy loam,Madhya Pradesh,Panna,Damoh,Rabi,132,8,16.5,22.3,62,2.1,3.2,519,14,13.7,20.8,58,2.0,8.0,594,31,14.8,23.5,50,2.1,3.5,430,17,14.7,20.1,50,2.1,2.7,548,8,8.6,18.3,47,2.2,7.9,413,3,12.6,20.3,60,2.8,3.5,479,5,18.8,22.7,64,1.7,6.6,469,14,21.8,25.5,48,1.1,2.1,433,13,16.3,25.1,56,1.9,5.6,402,15,12.8,21.4,61,0.8,3.1,630,4,11.0,28.3,55,0.6,3.0,506
Soybean,RVS 2001-4,Medium Black (Vertisol),Madhya Pradesh,Agar Malwa,Bhind,Kharif,110,7,22.2,28.4,65,6.5,5.8,452,11,23.7,33.0,60,4.6,5.6,656,18,23.2,30.8,60,6.8,2.1,618,10,22.2,29.8,62,3.1,7.8,536,7,25.1,31.7,55,3.7,4.3,590,6,25.6,29.8,55,2.8,2.3,682,8,24.1,28.7,59,2.1,6.2,654,12,22.4,31.7,61,2.0,7.5,524,15,24.5,28.5,71,5.6,2.7,574,10,21.4,26.6,55,6.9,4.5,450,6,21.8,27.3,71,7.8,3.0,621
Soybean,JS 20-34,Shallow Black (Vertisol),Madhya Pradesh,Betul,Multai,Kharif,113,5,23.3,28.8,68,4.4,6.3,632,10,20.8,29.6,73,4.2,6.7,681,18,24.2,28.3,59,2.7,6.0,619,14,25.0,31.9,70,2.8,2.9,473,8,26.9,31.7,56,6.0,6.9,678,6,25.9,32.7,66,4.5,5.7,454,8,27.5,31.8,69,6.0,6.0,584,11,25.5,31.9,65,7.6,7.9,531,9,24.1,30.4,66,2.4,3.4,507,15,22.9,27.7,61,3.6,4.9,571,9,23.0,29.7,69,3.2,6.3,655
Maize,HQPM-7,Clay loam,Madhya Pradesh,Agar Malwa,Neemuch,Kharif,116,5,22.6,27.3,64,5.1,2.6,689,10,23.3,31.1,58,5.0,6.5,559,16,18.8,30.4,51,4.3,8.0,638,20,22.2,28.8,51,6.0,4.7,538,11,19.6,31.4,54,2.6,7.3,695,8,21.6,32.5,66,2.1,5.0,644,9,19.7,26.2,58,5.9,4.3,551,14,22.1,29.0,62,2.5,5.8,545,12,19.7,33.3,50,4.2,7.5,627,8,21.2,32.6,59,2.2,6.1,690,3,22.4,33.3,53,2.3,5.4,557
Soybean,RVS 2001-4,Deep Black (Vertisol),Madhya Pradesh,Bhind,Indore,Kharif,111,5,20.7,29.1,71,7.1,3.9,648,11,23.9,28.4,64,5.7,4.3,466,19,23.4,32.7,75,8.0,3.5,541,9,22.3,33.7,64,4.8,5.0,527,6,24.2,33.9,62,3.2,4.9,558,5,24.2,30.0,67,7.5,6.1,597,6,27.8,30.8,61,5.1,6.0,500,15,25.2,27.4,65,7.3,4.3,679,14,23.9,29.1,71,7.8,7.5,497,13,22.8,29.1,67,4.3,5.5,468,8,22.4,29.6,55,4.6,7.4,541
Soybean,JS 93-05,Clay loam,Madhya Pradesh,Barwani,Alirajpur,Kharif,93,3,21.8,31.2,67,6.3,7.9,509,7,21.3,30.9,61,6.6,2.7,639,17,22.4,32.6,60,6.8,4.8,505,14,25.9,28.5,62,2.6,5.5,518,5,27.1,30.5,71,6.8,6.4,585,6,27.4,30.9,67,5.2,3.5,552,5,24.3,33.2,67,2.1,2.8,609,10,22.3,31.5,74,6.5,6.4,614,9,22.2,26.7,75,6.5,3.3,457,13,22.3,31.7,55,3.6,6.1,519,4,18.2,28.9,73,6.3,3.5,459
Soybean,JS 95-60,Deep Black (Vertisol),Madhya Pradesh,Anuppur,Alirajpur,Kharif,105,7,20.7,33.8,73,7.2,2.8,542,12,20.1,33.8,55,5.3,2.2,665,15,25.4,29.2,64,4.4,5.4,655,8,22.2,32.4,65,3.3,7.0,593,5,27.7,32.1,59,4.6,7.6,476,6,24.2,33.3,55,5.9,3.9,510,5,27.1,29.4,61,2.1,7.8,583,15,23.2,26.3,64,3.1,6.8,631,9,24.4,29.3,68,7.4,4.3,674,14,22.8,26.8,56,5.3,3.2,488,9,18.2,28.3,69,4.5,4.8,691
Rice,JR 201,Silty clay loam,Madhya Pradesh,Barwani,Mandla,Kharif,135,7,25.9,31.5,83,4.3,6.4,476,14,24.8,33.7,76,7.7,7.8,529,17,25.7,32.5,73,9.1,4.7,584,22,24.2,33.0,84,5.5,11.3,622,9,23.5,33.6,74,7.7,7.1,490,7,24.0,30.4,84,8.9,4.2,586,6,24.2,32.5,60,9.5,3.6,465,17,24.7,31.9,70,6.8,11.8,476,16,24.0,29.3,74,5.7,5.5,672,13,24.1,32.8,72,9.3,8.6,656,7,20.3,28.8,70,5.0,9.5,470
